SenseLab_M01;
Time Zone;UTC+2:00;
Monitor;80.80.12.F1;
;
Pill n°1;24.00.1A.0B;;;;;;Pill n°2;24.00.20.3A;;;;;;Pill n°3;24.00.1A.0B;;;;;;
Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;
1033;07/06/2023;10:49:31;36.95;;;;1033;07/06/2023;10:49:59;30.98;;;;;;;;;;;
1034;07/06/2023;10:50:31;36.95;;;;1034;07/06/2023;10:51:00;30.92;;;;;;;;;;;
1035;07/06/2023;10:51:31;36.96;;;;1035;07/06/2023;10:52:00;30.91;Synchronized;;;;;;;;;;
1036;07/06/2023;10:52:31;36.97;;;;1036;07/06/2023;10:53:00;30.91;;;;;;;;;;;
1037;07/06/2023;10:53:31;36.95;;;;1037;07/06/2023;10:54:00;30.89;;;;;;;;;;;
1038;07/06/2023;10:54:31;36.91;;;;1038;07/06/2023;10:55:00;30.69;Synchronized;;;;;;;;;;
1039;07/06/2023;10:55:31;36.91;;;;1039;07/06/2023;10:56:00;30.71;Synchronized;;;;;;;;;;
1040;07/06/2023;10:56:31;36.96;;;;1040;07/06/2023;10:57:00;30.65;;;;;;;;;;;
1041;07/06/2023;10:57:31;36.98;;;;1041;07/06/2023;10:57:59;30.69;;;;;;;;;;;
1042;07/06/2023;10:58:31;37;;;;1042;07/06/2023;10:58:59;30.59;;;;;;;;;;;
1043;07/06/2023;10:59:32;37;;;;1043;07/06/2023;10:59:59;30.53;;;;;;;;;;;
1044;07/06/2023;11:00:32;37.02;;;;1044;07/06/2023;11:00:59;30.55;;;;;;;;;;;
1045;07/06/2023;11:01:32;37.02;;;;1045;07/06/2023;11:01:59;30.65;;;;;;;;;;;
1046;07/06/2023;11:02:32;37.02;;;;1046;07/06/2023;11:02:59;30.73;Synchronized;;;;;;;;;;
1047;07/06/2023;11:03:32;37.01;Synchronized;;;1047;07/06/2023;11:03:59;30.77;;;;;;;;;;;
1048;07/06/2023;11:04:32;37.03;Synchronized;;;1048;07/06/2023;11:04:59;30.8;Synchronized;;;;;;;;;;
1049;07/06/2023;11:05:32;37.02;Synchronized;;;1049;07/06/2023;11:05:59;30.79;Synchronized;;;;;;;;;;
1050;07/06/2023;11:06:32;37.03;;;;1050;07/06/2023;11:06:59;30.79;Synchronized;;;;;;;;;;
1051;07/06/2023;11:07:32;37.03;;;;1051;07/06/2023;11:07:59;30.84;;;;;;;;;;;
1052;07/06/2023;11:08:32;37.04;;;;1052;07/06/2023;11:08:59;30.91;Synchronized;;;;;;;;;;
1053;07/06/2023;11:09:32;37.02;;;;1053;07/06/2023;11:09:59;31.1;Synchronized;;;;;;;;;;
1054;07/06/2023;11:10:32;37.03;;;;1054;07/06/2023;11:10:59;31.21;Synchronized;;;;;;;;;;
1055;07/06/2023;11:11:32;37.03;;;;1055;07/06/2023;11:11:59;31.3;Synchronized;;;;;;;;;;
1056;07/06/2023;11:12:32;37.03;;;;1056;07/06/2023;11:12:59;31.34;;;;;;;;;;;
1057;07/06/2023;11:13:32;37.02;;;;1057;07/06/2023;11:13:59;31.21;Synchronized;;;;;;;;;;
1058;07/06/2023;11:14:32;37.02;;;;1058;07/06/2023;11:14:59;31.11;Synchronized;;;;;;;;;;
1059;07/06/2023;11:15:33;37.02;;;;1059;07/06/2023;11:15:59;31.18;Synchronized;;;;;;;;;;
1060;07/06/2023;11:16:33;37.03;;;;1060;07/06/2023;11:16:59;31.13;Synchronized;;;;;;;;;;
1061;07/06/2023;11:17:33;37.07;;;;1061;07/06/2023;11:17:59;30.95;Synchronized;;;;;;;;;;
1062;07/06/2023;11:18:33;37.06;;;;1062;07/06/2023;11:18:59;30.9;Synchronized;;;;;;;;;;
1063;07/06/2023;11:19:33;37.07;;;;1063;07/06/2023;11:19:59;30.62;Synchronized;;;;;;;;;;
1064;07/06/2023;11:20:33;37.07;;;;1064;07/06/2023;11:20:59;29.86;Synchronized;;;;;;;;;;
1065;07/06/2023;11:21:33;37.08;;;;1065;07/06/2023;11:21:58;29.51;Synchronized;;;;;;;;;;
1066;07/06/2023;11:22:33;37.12;;;;1066;07/06/2023;11:22:58;29.16;Synchronized;;;;;;;;;;
1067;07/06/2023;11:23:33;37.12;;;;1067;07/06/2023;11:23:58;28.81;Synchronized;;;;;;;;;;
1068;07/06/2023;11:24:33;37.12;;;;1068;07/06/2023;11:24:58;28.51;Synchronized;;;;;;;;;;
1069;07/06/2023;11:25:33;37.14;;;;1069;07/06/2023;11:25:58;28.97;Synchronized;;;;;;;;;;
1070;07/06/2023;11:26:33;37.13;;;;1070;07/06/2023;11:26:58;29.48;Synchronized;;;;;;;;;;
1071;07/06/2023;11:27:33;37.15;;;;1071;07/06/2023;11:27:58;29.7;Synchronized;;;;;;;;;;
1072;07/06/2023;11:28:33;37.17;;;;1072;07/06/2023;11:28:58;29.8;;;;;;;;;;;
1073;07/06/2023;11:29:33;37.17;;;;1073;07/06/2023;11:29:58;29.95;Synchronized;;;;;;;;;;
1074;07/06/2023;11:30:33;37.17;;;;1074;07/06/2023;11:30:58;29.82;Synchronized;;;;;;;;;;
1075;07/06/2023;11:31:33;37.17;;;;1075;07/06/2023;11:31:58;30.01;Synchronized;;;;;;;;;;
1076;07/06/2023;11:32:34;37.17;Synchronized;;;1076;07/06/2023;11:32:58;30.26;Synchronized;;;;;;;;;;
1077;07/06/2023;11:33:34;37.19;;;;1077;07/06/2023;11:33:58;30.62;Synchronized;;;;;;;;;;
1078;07/06/2023;11:34:34;37.2;;;;1078;07/06/2023;11:34:58;30.89;Synchronized;;;;;;;;;;
1079;07/06/2023;11:35:34;37.22;;;;1079;07/06/2023;11:35:58;31.05;Synchronized;;;;;;;;;;
1080;07/06/2023;11:36:34;37.21;;;;1080;07/06/2023;11:36:58;30.66;Synchronized;;;;;;;;;;
1081;07/06/2023;11:37:34;37.23;;;;1081;07/06/2023;11:37:58;30.47;Synchronized;;;;;;;;;;
1082;07/06/2023;11:38:34;37.21;;;;1082;07/06/2023;11:38:58;30.34;;;;;;;;;;;
1083;07/06/2023;11:39:34;37.2;;;;1083;07/06/2023;11:39:57;30.47;;;;;;;;;;;
1084;07/06/2023;11:40:34;37.23;;;;1084;07/06/2023;11:40:57;30.28;Synchronized;;;;;;;;;;
1085;07/06/2023;11:41:34;37.2;;;;1085;07/06/2023;11:41:57;30.16;Synchronized;;;;;;;;;;
1086;07/06/2023;11:42:34;37.22;;;;1086;07/06/2023;11:42:57;30.03;Synchronized;;;;;;;;;;
1087;07/06/2023;11:43:34;37.23;;;;1087;07/06/2023;11:43:57;30;Synchronized;;;;;;;;;;
1088;07/06/2023;11:44:34;37.22;;;;1088;07/06/2023;11:44:57;30.11;Synchronized;;;;;;;;;;
1089;07/06/2023;11:45:34;37.2;;;;1089;07/06/2023;11:45:57;30.02;;;;;;;;;;;
1090;07/06/2023;11:46:34;37.21;;;;1090;07/06/2023;11:46:57;30.25;;;;;;;;;;;
1091;07/06/2023;11:47:34;37.2;;;;1091;07/06/2023;11:47:56;30.48;;;;;;;;;;;
1092;07/06/2023;11:48:34;37.2;;;;1092;07/06/2023;11:48:56;30.38;;;;;;;;;;;
1093;07/06/2023;11:49:34;37.23;;;;1093;07/06/2023;11:49:56;30.5;;;;;;;;;;;
1094;07/06/2023;11:50:34;37.22;;;;1094;07/06/2023;11:50:56;30.8;Synchronized;;;;;;;;;;
1095;07/06/2023;11:51:34;37.21;;;;1095;07/06/2023;11:51:56;31.05;Synchronized;;;;;;;;;;
1096;07/06/2023;11:52:34;37.21;;;;1096;07/06/2023;11:52:56;30.8;;;;;;;;;;;
1097;07/06/2023;11:53:34;37.2;;;;1097;07/06/2023;11:53:56;30.77;Synchronized;;;;;;;;;;
1098;07/06/2023;11:54:34;37.16;;;;1098;07/06/2023;11:54:56;30.74;Synchronized;;;;;;;;;;
1099;07/06/2023;11:55:35;37.15;;;;1099;07/06/2023;11:55:56;30.72;Synchronized;;;;;;;;;;
1100;07/06/2023;11:56:35;37.12;;;;1100;07/06/2023;11:56:56;30.96;Synchronized;;;;;;;;;;
1101;07/06/2023;11:57:35;37.08;Synchronized;;;1101;07/06/2023;11:57:56;31.11;Synchronized;;;;;;;;;;
1102;07/06/2023;11:58:35;37.05;Synchronized;;;1102;07/06/2023;11:58:56;31.21;Synchronized;;;;;;;;;;
1103;07/06/2023;11:59:35;37.04;;;;1103;07/06/2023;11:59:56;31.28;Synchronized;;;;;;;;;;
1104;07/06/2023;12:00:35;37.05;;;;1104;07/06/2023;12:00:56;31.4;Synchronized;;;;;;;;;;
1105;07/06/2023;12:01:35;37.03;;;;1105;07/06/2023;12:01:56;31.52;Synchronized;;;;;;;;;;
1106;07/06/2023;12:02:35;37.02;;;;1106;07/06/2023;12:02:56;31.38;Synchronized;;;;;;;;;;
1107;07/06/2023;12:03:35;37.02;;;;1107;07/06/2023;12:03:56;31.33;Synchronized;;;;;;;;;;
1108;07/06/2023;12:04:35;37;Synchronized;;;1108;07/06/2023;12:04:56;31.35;Synchronized;;;;;;;;;;
1109;07/06/2023;12:05:35;37.02;;;;1109;07/06/2023;12:05:56;31.39;Synchronized;;;;;;;;;;
1110;07/06/2023;12:06:35;37.02;Synchronized;;;1110;07/06/2023;12:06:56;31.5;Synchronized;;;;;;;;;;
1111;07/06/2023;12:07:35;37.03;;;;1111;07/06/2023;12:07:56;31.64;Synchronized;;;;;;;;;;
1112;07/06/2023;12:08:35;37.02;;;;1112;07/06/2023;12:08:56;31.55;Synchronized;;;;;;;;;;
1113;07/06/2023;12:09:35;37;;;;1113;07/06/2023;12:09:55;31.42;Synchronized;;;;;;;;;;
1114;07/06/2023;12:10:35;37.03;Synchronized;;;1114;07/06/2023;12:10:55;31.39;Synchronized;;;;;;;;;;
1115;07/06/2023;12:11:35;37.06;;;;1115;07/06/2023;12:11:55;31.54;Synchronized;;;;;;;;;;
1116;07/06/2023;12:12:36;37.02;;;;1116;07/06/2023;12:12:55;31.67;Synchronized;;;;;;;;;;
1117;07/06/2023;12:13:36;37.01;;;;1117;07/06/2023;12:13:55;31.81;Synchronized;;;;;;;;;;
1118;07/06/2023;12:14:36;37.02;;;;1118;07/06/2023;12:14:55;31.88;Synchronized;;;;;;;;;;
1119;07/06/2023;12:15:36;37.03;;;;1119;07/06/2023;12:15:55;31.8;Synchronized;;;;;;;;;;
1120;07/06/2023;12:16:36;37.02;;;;1120;07/06/2023;12:16:55;31.93;Synchronized;;;;;;;;;;
1121;07/06/2023;12:17:36;37.04;;;;1121;07/06/2023;12:17:55;32.05;Synchronized;;;;;;;;;;
1122;07/06/2023;12:18:36;37.08;;;;1122;07/06/2023;12:18:55;32.32;Synchronized;;;;;;;;;;
1123;07/06/2023;12:19:36;37.08;;;;1123;07/06/2023;12:19:55;32.4;Synchronized;;;;;;;;;;
1124;07/06/2023;12:20:36;37.07;;;;1124;07/06/2023;12:20:55;32.02;Synchronized;;;;;;;;;;
1125;07/06/2023;12:21:36;37.09;;;;1125;07/06/2023;12:21:55;32.02;Synchronized;;;;;;;;;;
1126;07/06/2023;12:22:36;37.1;Synchronized;;;1126;07/06/2023;12:22:55;31.87;Synchronized;;;;;;;;;;
1127;07/06/2023;12:23:36;37.13;;;;1127;07/06/2023;12:23:55;31.81;Synchronized;;;;;;;;;;
1128;07/06/2023;12:24:36;37.14;;;;1128;07/06/2023;12:24:55;31.8;Synchronized;;;;;;;;;;
1129;07/06/2023;12:25:36;37.14;;;;1129;07/06/2023;12:25:55;32.08;Synchronized;;;;;;;;;;
1130;07/06/2023;12:26:36;37.14;;;;1130;07/06/2023;12:26:55;32;;;;;;;;;;;
1131;07/06/2023;12:27:36;37.15;;;;1131;07/06/2023;12:27:55;31.84;Synchronized;;;;;;;;;;
1132;07/06/2023;12:28:36;37.17;;;;1132;07/06/2023;12:28:55;31.81;Synchronized;;;;;;;;;;
1133;07/06/2023;12:29:36;37.15;;;;1133;07/06/2023;12:29:54;31.98;Synchronized;;;;;;;;;;
1134;07/06/2023;12:30:36;37.16;;;;1134;07/06/2023;12:30:54;31.98;Synchronized;;;;;;;;;;
1135;07/06/2023;12:31:36;37.16;;;;1135;07/06/2023;12:31:54;31.66;Synchronized;;;;;;;;;;
1136;07/06/2023;12:32:36;37.19;;;;1136;07/06/2023;12:32:54;31.73;;;;;;;;;;;
1137;07/06/2023;12:33:36;37.16;;;;1137;07/06/2023;12:33:54;31.62;;;;;;;;;;;
1138;07/06/2023;12:34:36;37.21;;;;1138;07/06/2023;12:34:54;31.55;;;;;;;;;;;
1139;07/06/2023;12:35:36;37.22;;;;1139;07/06/2023;12:35:54;31.86;;;;;;;;;;;
1140;07/06/2023;12:36:36;37.23;;;;1140;07/06/2023;12:36:54;31.73;Synchronized;;;;;;;;;;
1141;07/06/2023;12:37:36;37.23;Synchronized;;;1141;07/06/2023;12:37:54;31.49;Synchronized;;;;;;;;;;
1142;07/06/2023;12:38:36;37.23;Synchronized;;;1142;07/06/2023;12:38:54;31.33;Synchronized;;;;;;;;;;
1143;07/06/2023;12:39:36;37.26;Synchronized;;;1143;07/06/2023;12:39:54;31.19;Synchronized;;;;;;;;;;
1144;07/06/2023;12:40:36;37.27;Synchronized;;;1144;07/06/2023;12:40:54;31.66;;;;;;;;;;;
1145;07/06/2023;12:41:36;37.26;Synchronized;;;1145;07/06/2023;12:41:54;31.59;Synchronized;;;;;;;;;;
1146;07/06/2023;12:42:36;37.27;Synchronized;;;1146;07/06/2023;12:42:54;31.95;Synchronized;;;;;;;;;;
1147;07/06/2023;12:43:36;37.24;Synchronized;;;1147;07/06/2023;12:43:54;32.45;Synchronized;;;;;;;;;;
1148;07/06/2023;12:44:36;37.28;Synchronized;;;1148;07/06/2023;12:44:54;32.29;Synchronized;;;;;;;;;;
1149;07/06/2023;12:45:36;37.28;Synchronized;;;1149;07/06/2023;12:45:54;32.22;Synchronized;;;;;;;;;;
1150;07/06/2023;12:46:36;37.31;Synchronized;;;1150;07/06/2023;12:46:54;31.87;Synchronized;;;;;;;;;;
1151;07/06/2023;12:47:36;37.31;Synchronized;;;1151;07/06/2023;12:47:54;31.57;Synchronized;;;;;;;;;;
1152;07/06/2023;12:48:36;37.31;Synchronized;;;1152;07/06/2023;12:48:54;31.48;Synchronized;;;;;;;;;;
1153;07/06/2023;12:49:36;37.33;Synchronized;;;1153;07/06/2023;12:49:53;31.75;Synchronized;;;;;;;;;;
1154;07/06/2023;12:50:36;37.33;Synchronized;;;1154;07/06/2023;12:50:53;31.77;Synchronized;;;;;;;;;;
1155;07/06/2023;12:51:36;37.34;Synchronized;;;1155;07/06/2023;12:51:53;31.73;Synchronized;;;;;;;;;;
1156;07/06/2023;12:52:36;37.32;Synchronized;;;1156;07/06/2023;12:52:53;31.1;Synchronized;;;;;;;;;;
1157;07/06/2023;12:53:36;37.33;Synchronized;;;1157;07/06/2023;12:53:53;30.71;Synchronized;;;;;;;;;;
1158;07/06/2023;12:54:36;37.33;Synchronized;;;1158;07/06/2023;12:54:53;30.91;Synchronized;;;;;;;;;;
1159;07/06/2023;12:55:36;37.33;Synchronized;;;1159;07/06/2023;12:55:53;31.27;Synchronized;;;;;;;;;;
1160;07/06/2023;12:56:37;37.33;Synchronized;;;1160;07/06/2023;12:56:53;31.49;Synchronized;;;;;;;;;;
1161;07/06/2023;12:57:37;37.34;Synchronized;;;1161;07/06/2023;12:57:53;31.58;Synchronized;;;;;;;;;;
1162;07/06/2023;12:58:37;37.33;Synchronized;;;1162;07/06/2023;12:58:53;31.66;Synchronized;;;;;;;;;;
1163;07/06/2023;12:59:37;37.34;Synchronized;;;1163;07/06/2023;12:59:53;31.48;Synchronized;;;;;;;;;;
1164;07/06/2023;13:00:37;37.34;Synchronized;;;1164;07/06/2023;13:00:53;30.95;Synchronized;;;;;;;;;;
1165;07/06/2023;13:01:37;37.33;Synchronized;;;1165;07/06/2023;13:01:53;30.6;Synchronized;;;;;;;;;;
1166;07/06/2023;13:02:37;37.32;Synchronized;;;1166;07/06/2023;13:02:53;30.49;Synchronized;;;;;;;;;;
1167;07/06/2023;13:03:37;37.35;Synchronized;;;1167;07/06/2023;13:03:53;30.46;Synchronized;;;;;;;;;;
1168;07/06/2023;13:04:37;37.3;Synchronized;;;1168;07/06/2023;13:04:53;30.48;Synchronized;;;;;;;;;;
1169;07/06/2023;13:05:37;37.3;Synchronized;;;1169;07/06/2023;13:05:53;30.64;Synchronized;;;;;;;;;;
1170;07/06/2023;13:06:37;37.28;Synchronized;;;1170;07/06/2023;13:06:53;30.73;Synchronized;;;;;;;;;;
1171;07/06/2023;13:07:37;37.27;Synchronized;;;1171;07/06/2023;13:07:52;30.95;Synchronized;;;;;;;;;;
1172;07/06/2023;13:08:37;37.26;Synchronized;;;1172;07/06/2023;13:08:52;31.15;Synchronized;;;;;;;;;;
1173;07/06/2023;13:09:37;37.27;Synchronized;;;1173;07/06/2023;13:09:52;31.28;Synchronized;;;;;;;;;;
1174;07/06/2023;13:10:37;37.27;Synchronized;;;1174;07/06/2023;13:10:52;31.37;Synchronized;;;;;;;;;;
1175;07/06/2023;13:11:37;37.27;Synchronized;;;1175;07/06/2023;13:11:52;31.74;Synchronized;;;;;;;;;;
1176;07/06/2023;13:12:37;37.27;Synchronized;;;1176;07/06/2023;13:12:52;32.29;Synchronized;;;;;;;;;;
1177;07/06/2023;13:13:37;37.25;Synchronized;;;1177;07/06/2023;13:13:52;32.16;Synchronized;;;;;;;;;;
1178;07/06/2023;13:14:37;37.27;;;;1178;07/06/2023;13:14:52;32.27;Synchronized;;;;;;;;;;
1179;07/06/2023;13:15:37;37.26;Synchronized;;;1179;07/06/2023;13:15:52;32.3;Synchronized;;;;;;;;;;
1180;07/06/2023;13:16:37;37.27;Synchronized;;;1180;07/06/2023;13:16:52;32.36;Synchronized;;;;;;;;;;
1181;07/06/2023;13:17:37;37.26;Synchronized;;;1181;07/06/2023;13:17:52;32.41;Synchronized;;;;;;;;;;
1182;07/06/2023;13:18:37;37.29;Synchronized;;;1182;07/06/2023;13:18:52;32.42;Synchronized;;;;;;;;;;
1183;07/06/2023;13:19:37;37.29;Synchronized;;;1183;07/06/2023;13:19:52;32.41;Synchronized;;;;;;;;;;
1184;07/06/2023;13:20:37;37.32;Synchronized;;;1184;07/06/2023;13:20:52;32.21;Synchronized;;;;;;;;;;
1185;07/06/2023;13:21:37;37.34;Synchronized;;;1185;07/06/2023;13:21:52;31.96;Synchronized;;;;;;;;;;
1186;07/06/2023;13:22:37;37.34;Synchronized;;;1186;07/06/2023;13:22:52;31.79;Synchronized;;;;;;;;;;
1187;07/06/2023;13:23:37;37.32;Synchronized;;;1187;07/06/2023;13:23:52;31.86;Synchronized;;;;;;;;;;
1188;07/06/2023;13:24:37;37.35;Synchronized;;;1188;07/06/2023;13:24:52;32.09;Synchronized;;;;;;;;;;
1189;07/06/2023;13:25:37;37.38;;;;1189;07/06/2023;13:25:51;31.95;Synchronized;;;;;;;;;;
1190;07/06/2023;13:26:37;37.38;;;;1190;07/06/2023;13:26:51;31.85;Synchronized;;;;;;;;;;
1191;07/06/2023;13:27:37;37.39;;;;1191;07/06/2023;13:27:51;31.8;Synchronized;;;;;;;;;;
1192;07/06/2023;13:28:37;37.41;;;;1192;07/06/2023;13:28:51;31.88;Synchronized;;;;;;;;;;
1193;07/06/2023;13:29:37;37.41;;;;1193;07/06/2023;13:29:51;32.02;Synchronized;;;;;;;;;;
1194;07/06/2023;13:30:37;37.41;;;;1194;07/06/2023;13:30:51;31.97;Synchronized;;;;;;;;;;
1195;07/06/2023;13:31:37;37.41;;;;1195;07/06/2023;13:31:51;32;Synchronized;;;;;;;;;;
1196;07/06/2023;13:32:37;37.41;;;;1196;07/06/2023;13:32:51;32.15;Synchronized;;;;;;;;;;
1197;07/06/2023;13:33:37;37.41;;;;1197;07/06/2023;13:33:51;32.14;Synchronized;;;;;;;;;;
1198;07/06/2023;13:34:37;37.41;;;;1198;07/06/2023;13:34:51;32.23;Synchronized;;;;;;;;;;
1199;07/06/2023;13:35:37;37.43;;;;1199;07/06/2023;13:35:51;32.22;Synchronized;;;;;;;;;;
1200;07/06/2023;13:36:37;37.47;;;;1200;07/06/2023;13:36:51;32.22;Synchronized;;;;;;;;;;
1201;07/06/2023;13:37:37;37.44;;;;1201;07/06/2023;13:37:51;32.4;Synchronized;;;;;;;;;;
1202;07/06/2023;13:38:37;37.45;;;;1202;07/06/2023;13:38:51;32.52;Synchronized;;;;;;;;;;
1203;07/06/2023;13:39:37;37.45;;;;1203;07/06/2023;13:39:51;32.5;Synchronized;;;;;;;;;;
1204;07/06/2023;13:40:37;37.44;;;;1204;07/06/2023;13:40:51;32.51;Synchronized;;;;;;;;;;
1205;07/06/2023;13:41:37;37.45;;;;1205;07/06/2023;13:41:51;32.47;Synchronized;;;;;;;;;;
1206;07/06/2023;13:42:37;37.44;;;;1206;07/06/2023;13:42:51;32.26;Synchronized;;;;;;;;;;
1207;07/06/2023;13:43:37;37.44;;;;1207;07/06/2023;13:43:50;32.41;Synchronized;;;;;;;;;;
1208;07/06/2023;13:44:37;37.41;;;;1208;07/06/2023;13:44:50;32.62;Synchronized;;;;;;;;;;
1209;07/06/2023;13:45:37;37.44;;;;1209;07/06/2023;13:45:50;32.8;Synchronized;;;;;;;;;;
1210;07/06/2023;13:46:37;37.41;;;;1210;07/06/2023;13:46:50;32.98;Synchronized;;;;;;;;;;
1211;07/06/2023;13:47:37;37.41;;;;1211;07/06/2023;13:47:50;33.11;Synchronized;;;;;;;;;;
1212;07/06/2023;13:48:37;37.41;;;;1212;07/06/2023;13:48:50;33.23;Synchronized;;;;;;;;;;
1213;07/06/2023;13:49:37;37.43;;;;1213;07/06/2023;13:49:50;33.41;Synchronized;;;;;;;;;;
1214;07/06/2023;13:50:37;37.41;;;;1214;07/06/2023;13:50:50;33.48;Synchronized;;;;;;;;;;
1215;07/06/2023;13:51:37;37.4;;;;1215;07/06/2023;13:51:50;33.58;Synchronized;;;;;;;;;;
1216;07/06/2023;13:52:37;37.4;;;;1216;07/06/2023;13:52:50;33.67;Synchronized;;;;;;;;;;
1217;07/06/2023;13:53:37;37.41;;;;1217;07/06/2023;13:53:50;33.58;Synchronized;;;;;;;;;;
1218;07/06/2023;13:54:37;37.38;;;;1218;07/06/2023;13:54:50;33.52;Synchronized;;;;;;;;;;
1219;07/06/2023;13:55:37;37.38;;;;1219;07/06/2023;13:55:50;33.43;Synchronized;;;;;;;;;;
1220;07/06/2023;13:56:37;37.37;;;;1220;07/06/2023;13:56:50;33.28;Synchronized;;;;;;;;;;
1221;07/06/2023;13:57:37;37.34;;;;1221;07/06/2023;13:57:50;33.23;Synchronized;;;;;;;;;;
1222;07/06/2023;13:58:37;37.23;;;;1222;07/06/2023;13:58:50;33.16;Synchronized;;;;;;;;;;
1223;07/06/2023;13:59:37;37.16;;;;1223;07/06/2023;13:59:50;33.09;Synchronized;;;;;;;;;;
1224;07/06/2023;14:00:37;37.06;;;;1224;07/06/2023;14:00:50;32.77;Synchronized;;;;;;;;;;
1225;07/06/2023;14:01:37;37.05;;;;1225;07/06/2023;14:01:49;32.54;Synchronized;;;;;;;;;;
1226;07/06/2023;14:02:37;37;;;;1226;07/06/2023;14:02:49;32.42;Synchronized;;;;;;;;;;
1227;07/06/2023;14:03:37;37.04;;;;1227;07/06/2023;14:03:49;32.55;Synchronized;;;;;;;;;;
1228;07/06/2023;14:04:37;36.99;;;;1228;07/06/2023;14:04:49;32.63;Synchronized;;;;;;;;;;
1229;07/06/2023;14:05:37;36.99;;;;1229;07/06/2023;14:05:49;32.75;Synchronized;;;;;;;;;;
1230;07/06/2023;14:06:37;37.02;;;;1230;07/06/2023;14:06:49;32.83;Synchronized;;;;;;;;;;
1231;07/06/2023;14:07:37;37.05;;;;1231;07/06/2023;14:07:49;32.81;Synchronized;;;;;;;;;;
1232;07/06/2023;14:08:37;37.09;;;;1232;07/06/2023;14:08:49;32.77;Synchronized;;;;;;;;;;
1233;07/06/2023;14:09:37;37.09;;;;1233;07/06/2023;14:09:49;32.75;Synchronized;;;;;;;;;;
1234;07/06/2023;14:10:37;37.1;;;;1234;07/06/2023;14:10:49;32.76;Synchronized;;;;;;;;;;
1235;07/06/2023;14:11:37;37.09;;;;1235;07/06/2023;14:11:49;32.73;Synchronized;;;;;;;;;;
1236;07/06/2023;14:12:37;37.09;;;;1236;07/06/2023;14:12:49;32.7;Synchronized;;;;;;;;;;
1237;07/06/2023;14:13:37;37.09;;;;1237;07/06/2023;14:13:49;32.65;Synchronized;;;;;;;;;;
1238;07/06/2023;14:14:37;37.1;;;;1238;07/06/2023;14:14:49;32.7;Synchronized;;;;;;;;;;
1239;07/06/2023;14:15:37;37.1;;;;1239;07/06/2023;14:15:49;32.74;Synchronized;;;;;;;;;;
1240;07/06/2023;14:16:37;37.1;;;;1240;07/06/2023;14:16:49;32.78;Synchronized;;;;;;;;;;
1241;07/06/2023;14:17:37;37.13;;;;1241;07/06/2023;14:17:49;32.8;Synchronized;;;;;;;;;;
1242;07/06/2023;14:18:37;37.13;;;;1242;07/06/2023;14:18:49;32.81;Synchronized;;;;;;;;;;
1243;07/06/2023;14:19:37;37.13;;;;1243;07/06/2023;14:19:48;32.8;Synchronized;;;;;;;;;;
1244;07/06/2023;14:20:37;37.13;;;;1244;07/06/2023;14:20:48;32.82;Synchronized;;;;;;;;;;
1245;07/06/2023;14:21:37;37.16;;;;1245;07/06/2023;14:21:48;32.81;Synchronized;;;;;;;;;;
1246;07/06/2023;14:22:37;37.16;;;;1246;07/06/2023;14:22:48;32.65;Synchronized;;;;;;;;;;
1247;07/06/2023;14:23:37;37.15;;;;1247;07/06/2023;14:23:48;32.39;Synchronized;;;;;;;;;;
1248;07/06/2023;14:24:37;37.16;;;;1248;07/06/2023;14:24:48;32.27;Synchronized;;;;;;;;;;
1249;07/06/2023;14:25:37;37.16;;;;1249;07/06/2023;14:25:48;32.29;Synchronized;;;;;;;;;;
1250;07/06/2023;14:26:37;37.16;;;;1250;07/06/2023;14:26:48;32.36;Synchronized;;;;;;;;;;
1251;07/06/2023;14:27:37;37.16;Synchronized;;;1251;07/06/2023;14:27:48;32.38;Synchronized;;;;;;;;;;
1252;07/06/2023;14:28:37;37.19;;;;1252;07/06/2023;14:28:48;32.32;Synchronized;;;;;;;;;;
1253;07/06/2023;14:29:37;37.17;;;;1253;07/06/2023;14:29:48;32.32;Synchronized;;;;;;;;;;
1254;07/06/2023;14:30:37;37.17;;;;1254;07/06/2023;14:30:48;32.29;Synchronized;;;;;;;;;;
1255;07/06/2023;14:31:37;37.16;;;;1255;07/06/2023;14:31:48;32.28;Synchronized;;;;;;;;;;
1256;07/06/2023;14:32:37;37.17;;;;1256;07/06/2023;14:32:48;32.27;Synchronized;;;;;;;;;;
1257;07/06/2023;14:33:37;37.17;Synchronized;;;1257;07/06/2023;14:33:48;32.24;Synchronized;;;;;;;;;;
1258;07/06/2023;14:34:37;37.16;Synchronized;;;1258;07/06/2023;14:34:48;32.19;Synchronized;;;;;;;;;;
1259;07/06/2023;14:35:38;37.19;Synchronized;;;1259;07/06/2023;14:35:48;32.16;Synchronized;;;;;;;;;;
1260;07/06/2023;14:36:38;37.16;Synchronized;;;1260;07/06/2023;14:36:48;32.15;Synchronized;;;;;;;;;;
1261;07/06/2023;14:37:38;37.19;;;;1261;07/06/2023;14:37:47;32.11;Synchronized;;;;;;;;;;
1262;07/06/2023;14:38:38;37.19;;;;1262;07/06/2023;14:38:47;32.07;Synchronized;;;;;;;;;;
1263;07/06/2023;14:39:38;37.2;;;;1263;07/06/2023;14:39:47;32.04;Synchronized;;;;;;;;;;
